latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
1.0834,104.3735,312.8,1.6,1.3,2021-03-07,"618",Aqua,MODIS,"36",6.03,287.4,14.8,D,"0"
3.0847,97.9093,344.1,1,1,2021-03-08,"702",Aqua,MODIS,"92",6.03,300.8,42.7,D,"0"
0.8475,101.0706,309.6,1.3,1.1,2021-03-09,"1530",Terra,MODIS,"78",6.03,292.6,12.1,N,"0"
1.0267,102.0234,315.7,1.2,1.1,2021-03-09,"1530",Terra,MODIS,"92",6.03,294.1,16.5,N,"0"
0.839,101.0659,305.6,1.3,1.2,2021-03-09,"1530",Terra,MODIS,"65",6.03,292.3,7.7,N,"0"
0.8407,101.0779,316.7,1.3,1.1,2021-03-09,"1530",Terra,MODIS,"94",6.03,292.8,20.3,N,"0"
2.6144,99.913,308,1.5,1.2,2021-03-09,"1531",Terra,MODIS,"73",6.03,293.7,12.5,N,"0"
2.6219,99.9163,304.9,2.8,1.6,2021-03-09,"1827",Aqua,MODIS,"62",6.03,292.3,25.9,N,"0"
2.6176,99.9106,302.4,2.8,1.6,2021-03-09,"1827",Aqua,MODIS,"49",6.03,292.2,19.5,N,"0"
3.7184,98.5084,315.1,1.1,1,2021-03-10,"350",Terra,MODIS,"47",6.03,292.2,5.8,D,"0"
0.9899,103.0104,316.5,1.3,1.1,2021-03-10,"351",Terra,MODIS,"34",6.03,304.5,13.2,D,"0"
0.9917,102.9985,316.5,1.3,1.1,2021-03-10,"351",Terra,MODIS,"39",6.03,304.2,13.5,D,"0"
1.5998,100.8846,314.2,1,1,2021-03-10,"351",Terra,MODIS,"37",6.03,297.7,9.3,D,"0"
0.9307,101.4806,316.8,1.1,1,2021-03-10,"351",Terra,MODIS,"37",6.03,302.3,9.2,D,"0"
0.6385,102.899,316.6,1.3,1.1,2021-03-10,"351",Terra,MODIS,"26",6.03,303.4,13.6,D,"0"
0.6897,102.7626,319.6,1.3,1.1,2021-03-10,"351",Terra,MODIS,"66",6.03,305.4,16.5,D,"0"
0.6914,102.751,318.1,1.3,1.1,2021-03-10,"351",Terra,MODIS,"47",6.03,305,14.3,D,"0"
0.6931,102.7394,317.2,1.3,1.1,2021-03-10,"351",Terra,MODIS,"59",6.03,304.5,13.6,D,"0"
0.5905,102.3282,314.1,1.2,1.1,2021-03-10,"351",Terra,MODIS,"48",6.03,301.4,9.4,D,"0"
1.0087,101.7727,318.1,1.1,1.1,2021-03-10,"351",Terra,MODIS,"35",6.03,302.7,11.4,D,"0"
1.069,104.0205,314.8,1.6,1.2,2021-03-10,"351",Terra,MODIS,"8",6.03,300.5,11.1,D,"2"
1.8951,101.1897,319.3,1.1,1,2021-03-10,"351",Terra,MODIS,"51",6.03,301.7,11.2,D,"0"
-0.0673,103.059,314.6,1.4,1.2,2021-03-10,"351",Terra,MODIS,"35",6.03,298.3,8.3,D,"0"
0.1642,102.2363,320.3,1.2,1.1,2021-03-10,"351",Terra,MODIS,"52",6.03,305.6,13.2,D,"0"
0.1069,102.7619,315.6,1.3,1.1,2021-03-10,"351",Terra,MODIS,"39",6.03,301.2,11.3,D,"0"
0.1086,102.7502,317.2,1.3,1.1,2021-03-10,"351",Terra,MODIS,"40",6.03,302.8,13.3,D,"0"
0.1104,102.7384,317.4,1.3,1.1,2021-03-10,"351",Terra,MODIS,"46",6.03,302.4,13.5,D,"0"
0.8545,99.5661,317.7,1,1,2021-03-10,"351",Terra,MODIS,"60",6.03,300.5,8.2,D,"2"
0.5322,102.0872,315.9,1.2,1.1,2021-03-10,"351",Terra,MODIS,"56",6.03,302,10.8,D,"0"
-2.8159,101.4977,317.5,1,1,2021-03-10,"648",Aqua,MODIS,"70",6.03,295.9,8.9,D,"0"
-2.1859,100.9498,317.8,1,1,2021-03-10,"648",Aqua,MODIS,"43",6.03,301,8.7,D,"0"
-2.5356,101.338,314.6,1,1,2021-03-10,"648",Aqua,MODIS,"45",6.03,295.4,7,D,"0"
1.1741,104.533,319.8,1.3,1.1,2021-03-10,"649",Aqua,MODIS,"51",6.03,302.9,10,D,"0"
1.0482,104.2965,328.3,1.3,1.1,2021-03-10,"649",Aqua,MODIS,"81",6.03,303.8,21.1,D,"0"
0.6877,102.771,326.5,1.1,1,2021-03-10,"649",Aqua,MODIS,"47",6.03,310.1,15.9,D,"0"
1.048,104.3035,324.2,1.3,1.1,2021-03-10,"649",Aqua,MODIS,"73",6.03,304.3,15.7,D,"0"
0.1613,100.0027,313.9,1.1,1,2021-03-10,"649",Aqua,MODIS,"45",6.03,296.1,8.5,D,"0"
0.5914,103.1855,323.4,1.1,1,2021-03-10,"649",Aqua,MODIS,"36",6.03,306.6,9.4,D,"0"
1.3404,102.4477,326.1,1,1,2021-03-10,"649",Aqua,MODIS,"73",6.03,306.5,14.7,D,"0"
1.3417,102.457,328.7,1,1,2021-03-10,"649",Aqua,MODIS,"69",6.03,303.6,18.3,D,"0"
1.0317,102.0264,323.5,1,1,2021-03-10,"649",Aqua,MODIS,"74",6.03,305.2,9,D,"0"
1.0227,102.0277,331.6,1,1,2021-03-10,"649",Aqua,MODIS,"83",6.03,307.2,18.8,D,"0"
2.6164,99.336,317.1,1.1,1,2021-03-10,"650",Aqua,MODIS,"69",6.03,300.2,9.6,D,"0"
5,97.5171,318.4,1.2,1.1,2021-03-10,"650",Aqua,MODIS,"72",6.03,304.3,10.3,D,"0"
4.3881,95.8851,324,1.6,1.3,2021-03-10,"650",Aqua,MODIS,"69",6.03,301.1,27.5,D,"0"
4.3903,95.8998,330.4,1.6,1.3,2021-03-10,"650",Aqua,MODIS,"84",6.03,302.8,44.7,D,"0"
2.6859,97.7692,320.9,1.3,1.1,2021-03-10,"650",Aqua,MODIS,"64",6.03,300.3,16.9,D,"0"
2.6877,97.7806,315.7,1.3,1.1,2021-03-10,"650",Aqua,MODIS,"32",6.03,298.1,9.3,D,"0"
2.6871,97.7754,323.4,1.3,1.1,2021-03-10,"650",Aqua,MODIS,"76",6.03,300,20.9,D,"0"
2.5732,100.1894,348,1,1,2021-03-10,"650",Aqua,MODIS,"94",6.03,298,47.2,D,"0"
2.5744,100.1985,346,1,1,2021-03-10,"650",Aqua,MODIS,"93",6.03,302.7,44.2,D,"0"
2.6186,99.9044,300.2,2.3,1.5,2021-03-10,"1614",Terra,MODIS,"20",6.03,286.1,13,N,"0"
2.7166,99.8001,305.2,1.3,1.1,2021-03-10,"1910",Aqua,MODIS,"63",6.03,293.8,8.1,N,"0"
2.7066,99.7987,305.2,1.3,1.1,2021-03-10,"1910",Aqua,MODIS,"63",6.03,293,8,N,"0"
2.6181,99.9079,305.7,1.3,1.1,2021-03-10,"1910",Aqua,MODIS,"65",6.03,293,9.2,N,"0"
0.4783,103.2676,303.5,2.5,1.5,2021-03-10,"1910",Aqua,MODIS,"56",6.03,287.9,19.4,N,"0"
4.3946,95.8899,329.4,2.1,1.4,2021-03-11,"733",Aqua,MODIS,"73",6.03,294.5,62.4,D,"0"
-2.2268,106.1065,301,1.1,1.1,2021-03-11,"1517",Terra,MODIS,"36",6.03,286,4.1,N,"0"
0.4754,103.2617,300,1.6,1.2,2021-03-11,"1518",Terra,MODIS,"3",6.03,271.3,9,N,"0"
0.476,103.2559,303,1.6,1.2,2021-03-11,"1518",Terra,MODIS,"52",6.03,274.1,12.7,N,"0"
0.4782,103.268,300.2,2.4,1.5,2021-03-11,"1815",Aqua,MODIS,"16",6.03,284,14.2,N,"0"
1.3427,102.4636,331,1,1,2021-03-12,"339",Terra,MODIS,"65",6.03,287.1,20.9,D,"0"
0.4798,103.2565,325.5,1,1,2021-03-12,"339",Terra,MODIS,"79",6.03,299.6,13.7,D,"0"
0.8561,102.1386,318.8,1,1,2021-03-12,"339",Terra,MODIS,"58",6.03,299.3,8.9,D,"0"
1.3466,102.4369,331.2,1,1,2021-03-12,"339",Terra,MODIS,"41",6.03,295.3,20.9,D,"0"
1.3453,102.4458,349.5,1,1,2021-03-12,"339",Terra,MODIS,"95",6.03,296.8,50.5,D,"0"
1.344,102.4547,339.9,1,1,2021-03-12,"339",Terra,MODIS,"82",6.03,293.8,33.4,D,"0"
-0.2013,102.3746,320.2,1,1,2021-03-12,"339",Terra,MODIS,"56",6.03,299.2,11.5,D,"0"
-0.2481,102.8832,316.5,1,1,2021-03-12,"339",Terra,MODIS,"56",6.03,298.5,9.3,D,"0"
0.4784,103.2655,323.9,1,1,2021-03-12,"339",Terra,MODIS,"77",6.03,300.8,11.7,D,"0"
1.0127,101.8329,312.9,1.2,1.1,2021-03-12,"637",Aqua,MODIS,"25",6.03,294.9,7.1,D,"0"
1.3411,102.4518,308.3,2,1.4,2021-03-12,"1601",Terra,MODIS,"60",6.03,285.3,20.5,N,"0"
1.3467,102.4632,311.8,2,1.4,2021-03-12,"1601",Terra,MODIS,"80",6.03,285.3,27,N,"0"
1.3443,102.4456,318.4,2,1.4,2021-03-12,"1601",Terra,MODIS,"97",6.03,284.9,42.8,N,"0"
1.3565,102.4439,302.2,2,1.4,2021-03-12,"1601",Terra,MODIS,"44",6.03,282.8,12.6,N,"0"
2.0918,99.8377,313.8,2.9,1.6,2021-03-13,"421",Terra,MODIS,"67",6.03,292.1,27.9,D,"2"
1.3424,102.4504,316.9,4.7,2,2021-03-13,"421",Terra,MODIS,"0",6.03,286.5,100.2,D,"0"
1.3432,102.4457,317.5,4.7,2,2021-03-13,"421",Terra,MODIS,"0",6.03,286.6,106.4,D,"0"
2.0937,99.8436,314.1,2.9,1.6,2021-03-13,"421",Terra,MODIS,"69",6.03,292.4,29.8,D,"2"
1.8387,101.2164,309.9,3.7,1.8,2021-03-13,"421",Terra,MODIS,"52",6.03,289.2,35.3,D,"0"
1.2817,97.6133,305,2,1.4,2021-03-13,"422",Terra,MODIS,"0",6.03,286.9,9.2,D,"2"
1.35,102.4426,330.1,3.5,1.8,2021-03-13,"720",Aqua,MODIS,"59",6.03,291.3,129.1,D,"0"
1.3946,101.6568,312.1,3,1.7,2021-03-13,"720",Aqua,MODIS,"38",6.03,286.2,29.7,D,"0"
0.9603,103.0823,305.8,2.8,1.6,2021-03-13,"1506",Terra,MODIS,"37",6.03,288.6,25.3,N,"0"
0.9632,103.0766,308.8,2.8,1.6,2021-03-13,"1506",Terra,MODIS,"76",6.03,288.6,35.5,N,"0"
0.9705,103.0879,336.5,1.2,1.1,2021-03-14,"326",Terra,MODIS,"0",6.03,297.9,34.4,D,"0"
1.3374,102.3252,323.9,1.3,1.1,2021-03-14,"326",Terra,MODIS,"59",6.03,299.5,19.2,D,"0"
1.3479,102.4537,359.6,1.3,1.1,2021-03-14,"326",Terra,MODIS,"99",6.03,302.6,109.1,D,"0"
1.3513,102.4301,337.7,1.3,1.1,2021-03-14,"326",Terra,MODIS,"73",6.03,296.7,44.7,D,"0"
1.7134,101.2629,321.5,1.6,1.3,2021-03-14,"326",Terra,MODIS,"45",6.03,295.6,19.2,D,"0"
-5.3635,104.7795,312.8,1,1,2021-03-14,"328",Terra,MODIS,"59",6.03,293,5.9,D,"0"
0.5638,103.1884,353.4,1.6,1.2,2021-03-14,"624",Aqua,MODIS,"97",6.03,288.3,122.6,D,"0"
0.6865,102.7615,319.3,1.7,1.3,2021-03-14,"625",Aqua,MODIS,"62",6.03,297.2,22.5,D,"0"
0.6147,102.8977,315.9,1.6,1.3,2021-03-14,"625",Aqua,MODIS,"42",6.03,295.6,17.1,D,"0"
0.5781,103.1938,326.8,1.6,1.2,2021-03-14,"625",Aqua,MODIS,"82",6.03,292.6,31.4,D,"0"
0.5353,102.9833,310.2,1.6,1.3,2021-03-14,"625",Aqua,MODIS,"47",6.03,289.1,8.6,D,"0"
0.565,103.1815,336.7,1.6,1.2,2021-03-14,"625",Aqua,MODIS,"67",6.03,288.9,55.5,D,"0"
0.5671,103.1954,341,1.6,1.2,2021-03-14,"625",Aqua,MODIS,"69",6.03,288.8,69.4,D,"0"
0.5748,103.1868,331.5,1.6,1.2,2021-03-14,"625",Aqua,MODIS,"56",6.03,290.9,45.4,D,"0"
0.576,103.1799,317.7,1.6,1.2,2021-03-14,"625",Aqua,MODIS,"37",6.03,290.9,12.5,D,"0"
1.7306,101.6182,316.6,2,1.4,2021-03-14,"625",Aqua,MODIS,"71",6.03,292.1,22.1,D,"0"
1.7279,101.6236,323.2,2,1.4,2021-03-14,"625",Aqua,MODIS,"74",6.03,293,37.8,D,"0"
1.3005,101.8868,317.1,1.9,1.3,2021-03-14,"625",Aqua,MODIS,"14",6.03,297,21.8,D,"0"
1.2933,101.8776,317.1,1.9,1.4,2021-03-14,"625",Aqua,MODIS,"5",6.03,297.2,23.4,D,"0"
1.2957,101.8946,318.5,1.9,1.3,2021-03-14,"625",Aqua,MODIS,"52",6.03,297.7,26.7,D,"0"
1.3608,102.4294,315.3,1.7,1.3,2021-03-14,"625",Aqua,MODIS,"55",6.03,294.8,13.7,D,"0"
1.347,102.4156,348.3,1.7,1.3,2021-03-14,"625",Aqua,MODIS,"89",6.03,297.5,111.2,D,"0"
1.3492,102.4311,354.3,1.7,1.3,2021-03-14,"625",Aqua,MODIS,"97",6.03,299.8,140.1,D,"0"
1.3515,102.4464,368.3,1.7,1.3,2021-03-14,"625",Aqua,MODIS,"100",6.03,301.4,226.5,D,"0"
1.3537,102.4617,334.6,1.7,1.3,2021-03-14,"625",Aqua,MODIS,"87",6.03,297,56.6,D,"0"
1.3377,102.4328,327.1,1.7,1.3,2021-03-14,"625",Aqua,MODIS,"62",6.03,298.1,34,D,"0"
1.3399,102.4481,350.2,1.7,1.3,2021-03-14,"625",Aqua,MODIS,"95",6.03,301.5,117.9,D,"0"
1.3422,102.4634,331.6,1.7,1.3,2021-03-14,"625",Aqua,MODIS,"82",6.03,298.2,46,D,"0"
1.3306,102.4651,328.4,1.7,1.3,2021-03-14,"625",Aqua,MODIS,"83",6.03,297,40.6,D,"0"
0.7934,102.1408,313.5,1.9,1.3,2021-03-14,"625",Aqua,MODIS,"25",6.03,293.4,17.2,D,"0"
1.1077,104.5707,322.1,1.2,1.1,2021-03-14,"625",Aqua,MODIS,"75",6.03,295.4,15.8,D,"0"
0.5695,103.2431,303.7,1.3,1.1,2021-03-14,"1548",Terra,MODIS,"57",6.03,292.1,5.3,N,"0"
0.5729,103.1953,303.6,1.3,1.1,2021-03-14,"1548",Terra,MODIS,"30",6.03,291.9,5.1,N,"0"
0.5713,103.1838,307.9,1.3,1.1,2021-03-14,"1548",Terra,MODIS,"73",6.03,292.2,8.9,N,"0"
0.5712,103.1892,308.2,1.3,1.1,2021-03-14,"1548",Terra,MODIS,"74",6.03,292.3,9.2,N,"0"
0.5813,103.1878,311.3,1.3,1.1,2021-03-14,"1548",Terra,MODIS,"65",6.03,291.9,11.8,N,"0"
0.9651,103.0849,315.5,1.3,1.1,2021-03-14,"1548",Terra,MODIS,"91",6.03,293.4,16.4,N,"0"
1.3363,102.4595,312.2,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"84",6.03,292.7,11.3,N,"0"
1.7307,101.6166,313.5,1.1,1,2021-03-14,"1549",Terra,MODIS,"87",6.03,292.3,12.6,N,"0"
1.7321,101.6265,323.4,1.1,1,2021-03-14,"1549",Terra,MODIS,"100",6.03,293.2,23.2,N,"0"
1.7259,101.6232,305.2,1.1,1,2021-03-14,"1549",Terra,MODIS,"63",6.03,292.6,5.3,N,"0"
1.3594,102.4128,314.2,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"89",6.03,292.4,13.2,N,"0"
1.3609,102.4234,321.4,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"100",6.03,292.9,21.4,N,"0"
1.3625,102.434,334.1,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"100",6.03,293.6,40.9,N,"0"
1.364,102.4447,332.9,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"100",6.03,292.8,38.3,N,"0"
1.3655,102.4553,323.5,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"100",6.03,292.7,24,N,"0"
1.3497,102.4142,315.3,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"91",6.03,293.1,14.4,N,"0"
1.3512,102.4248,326.1,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"100",6.03,294.4,28.2,N,"0"
1.3527,102.4354,325,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"100",6.03,293.9,26,N,"0"
1.3542,102.4461,344.5,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"100",6.03,294.8,62.4,N,"0"
1.3558,102.4567,341.5,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"100",6.03,294.9,56.1,N,"0"
1.3573,102.4674,317.8,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"96",6.03,292.8,16.5,N,"0"
1.3415,102.4262,306.4,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"65",6.03,291.9,7,N,"0"
1.343,102.4368,311,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"82",6.03,292.2,10.9,N,"0"
1.3445,102.4475,326,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"100",6.03,293.3,27.4,N,"0"
1.346,102.4581,321.6,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"100",6.03,293.4,22.2,N,"0"
1.3475,102.4688,307.7,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"72",6.03,292.3,6.8,N,"0"
1.3378,102.4702,314.8,1.2,1.1,2021-03-14,"1549",Terra,MODIS,"90",6.03,292.7,13.6,N,"0"
1.3624,102.4414,328.9,1,1,2021-03-14,"1845",Aqua,MODIS,"100",6.03,288.9,26,N,"0"
1.3611,102.4503,324.7,1,1,2021-03-14,"1845",Aqua,MODIS,"91",6.03,287,21.3,N,"0"
1.3547,102.4313,316,1,1,2021-03-14,"1845",Aqua,MODIS,"83",6.03,290.1,13.7,N,"0"
1.3521,102.449,312.6,1,1,2021-03-14,"1845",Aqua,MODIS,"34",6.03,285.4,10.1,N,"0"
0.9719,103.088,304.2,1,1,2021-03-14,"1845",Aqua,MODIS,"59",6.03,290.6,5.8,N,"0"
1.3508,102.4579,326,1,1,2021-03-14,"1845",Aqua,MODIS,"100",6.03,289.5,23.5,N,"0"
1.3637,102.4325,327.1,1,1,2021-03-14,"1845",Aqua,MODIS,"100",6.03,289.1,24,N,"0"
0.5702,103.1892,303.9,1,1,2021-03-14,"1846",Aqua,MODIS,"36",6.03,291.6,4.1,N,"0"
0.5792,103.1905,308.5,1,1,2021-03-14,"1846",Aqua,MODIS,"75",6.03,291.5,7.1,N,"0"
0.5713,103.2447,304.2,1,1,2021-03-14,"1846",Aqua,MODIS,"59",6.03,291.8,4.2,N,"0"
0.8719,101.8205,313,2.5,1.5,2021-03-15,"409",Terra,MODIS,"56",6.03,294.4,27.8,D,"0"
-3.0947,105.39,310.7,2.1,1.4,2021-03-16,"611",Aqua,MODIS,"54",6.03,292.4,14.6,D,"0"
1.0733,104.5569,323.4,2.1,1.4,2021-03-16,"612",Aqua,MODIS,"69",6.03,291.6,43.1,D,"0"
1.1267,104.5629,317.7,2.1,1.4,2021-03-16,"612",Aqua,MODIS,"64",6.03,292.8,23.7,D,"0"
1.0832,104.5308,312.5,1.1,1,2021-03-16,"1536",Terra,MODIS,"79",6.03,289.2,11.3,N,"0"
0.3877,102.1318,316.5,1.5,1.2,2021-03-17,"357",Terra,MODIS,"57",6.03,294.7,12.1,D,"0"
-0.3401,102.869,312.6,1.8,1.3,2021-03-17,"357",Terra,MODIS,"51",6.03,294.8,14.6,D,"0"
0.9962,103.0033,319.2,1.7,1.3,2021-03-17,"357",Terra,MODIS,"70",6.03,295.1,25.4,D,"0"
2.9804,99.617,318.3,1,1,2021-03-17,"357",Terra,MODIS,"46",6.03,298.4,7.8,D,"2"
-2.0626,101.3969,314.8,1.5,1.2,2021-03-17,"358",Terra,MODIS,"68",6.03,298.8,13,D,"2"
-3.4659,102.5436,313.5,1.9,1.3,2021-03-17,"358",Terra,MODIS,"25",6.03,295.8,14.6,D,"2"
-3.0376,101.699,314.8,1.6,1.2,2021-03-17,"358",Terra,MODIS,"58",6.03,298.2,12.7,D,"0"
-2.2336,101.0477,313.6,1.4,1.2,2021-03-17,"358",Terra,MODIS,"62",6.03,294.6,8.8,D,"0"
-3.358,104.9316,321.5,1.5,1.2,2021-03-17,"654",Aqua,MODIS,"59",6.03,298.7,19,D,"0"
-2.2116,101.0702,327.8,1,1,2021-03-17,"654",Aqua,MODIS,"80",6.03,297.9,18.9,D,"0"
-0.9235,103.1175,317.9,1.2,1.1,2021-03-17,"655",Aqua,MODIS,"59",6.03,296.7,10.9,D,"0"
1.3426,102.322,323.5,1.2,1.1,2021-03-17,"655",Aqua,MODIS,"43",6.03,300.7,14.5,D,"0"
0.983,101.9394,318.2,1.1,1.1,2021-03-17,"655",Aqua,MODIS,"60",6.03,297.6,10,D,"0"
3.7809,98.6992,319,1,1,2021-03-17,"656",Aqua,MODIS,"0",6.03,300.5,8.7,D,"2"
3.7796,98.6902,319.2,1,1,2021-03-17,"656",Aqua,MODIS,"0",6.03,300.9,8.7,D,"2"
5.689,95.1087,322.2,1.4,1.2,2021-03-17,"657",Aqua,MODIS,"57",6.03,294.7,23.7,D,"0"
-3.7884,103.5364,310.8,2.6,1.6,2021-03-18,"303",Terra,MODIS,"60",6.03,290.5,20.6,D,"2"
1.6758,101.4713,301.3,1.6,1.2,2021-03-18,"1524",Terra,MODIS,"40",6.03,285.8,7,N,"2"
0.9186,101.8597,310.8,1,1,2021-03-19,"345",Terra,MODIS,"36",6.03,289.6,6.2,D,"0"
0.7965,102.1901,314.9,1,1,2021-03-19,"345",Terra,MODIS,"55",6.03,293.2,8.9,D,"0"
0.5353,102.0871,310.6,1,1,2021-03-19,"345",Terra,MODIS,"33",6.03,290.9,5.5,D,"0"
0.5262,102.0858,310.9,1,1,2021-03-19,"345",Terra,MODIS,"53",6.03,291.1,6.1,D,"0"
0.3622,103.2102,311.6,1.1,1.1,2021-03-19,"345",Terra,MODIS,"38",6.03,288.6,7.7,D,"0"
0.3569,101.9839,311.3,1,1,2021-03-19,"345",Terra,MODIS,"51",6.03,289.8,5.9,D,"0"
0.1616,102.2422,314,1,1,2021-03-19,"345",Terra,MODIS,"43",6.03,290.4,7.9,D,"0"
-2.0622,101.3974,317.9,1,1,2021-03-19,"346",Terra,MODIS,"69",6.03,301.6,9.6,D,"2"
-3.7926,103.539,312.7,1.3,1.1,2021-03-19,"346",Terra,MODIS,"33",6.03,292.3,10.3,D,"2"
-2.2183,100.9696,331,1.2,1.1,2021-03-19,"642",Aqua,MODIS,"84",6.03,296.9,27.7,D,"0"
-2.2198,100.959,318.7,1.2,1.1,2021-03-19,"642",Aqua,MODIS,"62",6.03,297.8,10.3,D,"0"
-1.2701,104.3874,316.3,1,1,2021-03-19,"642",Aqua,MODIS,"60",6.03,296.5,6.2,D,"0"
-0.4126,102.7254,320.9,1,1,2021-03-19,"643",Aqua,MODIS,"24",6.03,299.4,9.5,D,"0"
0.1052,102.7487,319.2,1,1,2021-03-19,"643",Aqua,MODIS,"8",6.03,296.8,9,D,"0"
0.2825,102.7019,309.3,1,1,2021-03-19,"643",Aqua,MODIS,"0",6.03,286.7,4.8,D,"0"
0.5589,102.0583,322.6,1,1,2021-03-19,"643",Aqua,MODIS,"30",6.03,300.5,12.2,D,"0"
0.7415,102.1128,313,1,1,2021-03-19,"643",Aqua,MODIS,"25",6.03,288.5,7.2,D,"0"
0.7402,102.1037,311.6,1,1,2021-03-19,"643",Aqua,MODIS,"23",6.03,287,6.6,D,"0"
1.2217,99.1781,310.2,1.4,1.2,2021-03-19,"643",Aqua,MODIS,"50",6.03,291.2,9.1,D,"0"
1.1188,104.6033,320.8,1,1,2021-03-21,"332",Terra,MODIS,"55",6.03,295.1,9.3,D,"0"
0.6868,102.7797,310.5,1.1,1,2021-03-21,"333",Terra,MODIS,"39",6.03,282.5,7,D,"0"
0.6882,102.7703,314.6,1.1,1,2021-03-21,"333",Terra,MODIS,"62",6.03,285.2,10.4,D,"0"
-3.7905,103.5365,315.7,1,1,2021-03-21,"334",Terra,MODIS,"34",6.03,295.8,7.1,D,"2"
-4.0244,103.2471,313.5,1,1,2021-03-21,"334",Terra,MODIS,"46",6.03,292.6,6.7,D,"2"
-5.2529,105.2496,313.4,1.2,1.1,2021-03-21,"334",Terra,MODIS,"59",6.03,294.6,6.4,D,"0"
-3.7905,103.5403,317.6,1.3,1.1,2021-03-21,"629",Aqua,MODIS,"46",6.03,295.7,12.6,D,"2"
-0.2081,102.3756,325.9,1.4,1.2,2021-03-21,"630",Aqua,MODIS,"16",6.03,301.9,25.8,D,"0"
-1.4107,103.6167,316.6,1.2,1.1,2021-03-21,"630",Aqua,MODIS,"39",6.03,297.2,10.4,D,"0"
-1.5733,105.8664,318.6,1,1,2021-03-21,"630",Aqua,MODIS,"70",6.03,296.3,8.6,D,"0"
-2.9715,103.8459,312.9,1.2,1.1,2021-03-21,"630",Aqua,MODIS,"62",6.03,293.7,7.3,D,"0"
0.1211,102.5579,341.8,1.4,1.2,2021-03-21,"631",Aqua,MODIS,"91",6.03,295.1,61.6,D,"0"
0.1298,102.5442,321.3,1.4,1.2,2021-03-21,"631",Aqua,MODIS,"68",6.03,295.1,18,D,"0"
1.0362,104.5628,320.3,1.1,1,2021-03-21,"631",Aqua,MODIS,"61",6.03,299.9,8.5,D,"0"
1.0348,104.5534,324.1,1.1,1,2021-03-21,"631",Aqua,MODIS,"76",6.03,299.2,13.3,D,"0"
1.1232,104.5246,324,1.1,1,2021-03-21,"631",Aqua,MODIS,"71",6.03,302.1,11.7,D,"0"
0.1194,102.5457,322.6,1.4,1.2,2021-03-21,"631",Aqua,MODIS,"72",6.03,293.8,21,D,"0"
-0.5022,102.7514,332.9,1.5,1.2,2021-03-21,"1554",Terra,MODIS,"100",6.03,277.9,59.4,N,"0"
-0.5003,102.7647,320.2,1.5,1.2,2021-03-21,"1554",Terra,MODIS,"100",6.03,275.8,33,N,"0"
3.1764,98.3951,300.4,1,1,2021-03-21,"1555",Terra,MODIS,"28",6.03,285.6,5.4,N,"1"
3.1664,98.3937,307,1,1,2021-03-21,"1555",Terra,MODIS,"70",6.03,286.9,8.7,N,"1"
0.6867,102.7548,303.9,3.9,1.8,2021-03-22,"415",Terra,MODIS,"53",6.03,273.5,32.9,D,"0"
0.6925,102.7631,303.9,3.9,1.8,2021-03-22,"415",Terra,MODIS,"48",6.03,273.7,28.9,D,"0"
-0.1378,102.7976,304.1,4.1,1.9,2021-03-22,"416",Terra,MODIS,"47",6.03,279.4,39.4,D,"0"
-0.1368,102.7913,313.6,2.7,1.6,2021-03-22,"713",Aqua,MODIS,"37",6.03,285.7,31.5,D,"0"
-0.1334,102.8151,312.9,2.7,1.6,2021-03-22,"713",Aqua,MODIS,"57",6.03,285.4,30.2,D,"0"
0.1877,102.7514,311.3,2.7,1.6,2021-03-22,"713",Aqua,MODIS,"20",6.03,284.7,23.4,D,"0"
0.997,102.989,313,2.9,1.6,2021-03-22,"714",Aqua,MODIS,"33",6.03,289.9,25.8,D,"0"
1.3973,101.6302,311.8,2.3,1.5,2021-03-22,"714",Aqua,MODIS,"31",6.03,283.2,20.3,D,"0"
0.6879,102.7451,313.9,2.7,1.6,2021-03-22,"714",Aqua,MODIS,"39",6.03,286.3,30.8,D,"0"
1.1038,104.0651,324.7,1.7,1.3,2021-03-23,"618",Aqua,MODIS,"53",6.03,296.5,21.9,D,"2"
0.9868,103.0014,315.5,2.1,1.4,2021-03-23,"618",Aqua,MODIS,"39",6.03,293.1,22.1,D,"0"
0.9872,102.9965,314.8,2.1,1.4,2021-03-23,"618",Aqua,MODIS,"64",6.03,293.1,21.4,D,"0"
